titre;description;archive;typeform;catform;deflang;username;datecreat;datedeb;datefin;raisonsociale;cliadr;cliville;enqueteur;daterepon;uidrpnd;adresse;annï¿½ï¿½;wilaya;sexe;sitfam;sitprof;nivetude;niveau;profession;gpslat;gpslon;isparrain;isanonyme;emploie;csp;gpslatrepon;gpslonrepon;Present sur RS;RS utilise;Raisons Utilisation RS;Suivre Les Marques;Marque Doit etre sur RS;Top Of Mind Marque;Top Of Mind Marque DZ;Notoriete Assistee ;Connaissance Marque Condor;Origirne de Notorite;Suivre Condor sur RS;Presence Condor sur RS;Decouverte Produit Condor sur RS;Quel Produit decouvert sur RS;Participation Condor Pour la marque;Proposition Ecrites;IGL;THP;UEF1.1.2;Ne_S1;Rang_S1;Moy_S1;Moy_rachatS1;Groupe_S2;MCSI;BDD;UEF1.2.2;SEC;CPROJ;PROJ;UEM1.2;LANG2;UET1.2;ARCH;SYS2;RES2;UEF1.2.1;Ne_S2;Rang_S2;Moy_S2;Moy_rachatS2;Rang_annuel;Moy_annuelle;Moy_rachat;Decision_jury
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.07;13.9;12.88;0;86;11.37;11.37;G09;10.45;15.26;12.86;7.38;11.99;15.58;12.87;12.8;12.8;13.4;14.4;9.42;12.68;0;72;12.79;12.79;70;12.08;12.08;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.32;10.3;11.98;0;61;12.05;12.05;G06;12.61;14.1;13.36;9.56;15.43;14.12;14.03;14.7;14.7;9.58;8.18;10.45;9.31;0;114;12.12;12.12;70;12.08;12.08;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.91;10.2;11.15;0;95;11.21;11.21;G01;15.11;12.75;13.93;12.68;13.96;14.12;13.85;14.6;14.6;11.68;9.9;12.02;11.13;0;63;12.93;12.93;72;12.07;12.07;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.95;9.7;10.95;0;94;11.22;11.22;G03;9.05;14.11;11.58;12.25;12.55;12.14;12.33;14.15;14.15;14.73;14.55;13.21;14.25;0;65;12.91;12.91;73;12.06;12.06;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.36;10.8;11.67;0;56;12.16;12.16;G06;10.0;14.57;12.28;9.12;12.53;13.44;12.43;15.0;15.0;12.48;7.72;11.96;10.61;0;132;11.88;11.88;74;12.02;12.02;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.59;11.5;12.11;0;52;12.37;12.37;G03;9.02;13.86;11.44;9.69;10.42;13.39;11.59;15.55;15.55;13.68;9.04;10.71;11.18;0;146;11.65;11.65;75;12.01;12.01;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.43;11.5;12.02;0;66;11.96;11.96;G08;8.27;13.05;10.66;7.19;13.85;13.92;12.93;13.0;13.0;14.63;13.52;8.46;12.54;0;122;12.04;12.04;76;12.0;12.0;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.93;8.1;11.34;0;82;11.48;11.48;G09;13.1;11.63;12.36;10.32;15.05;14.02;13.93;14.45;14.45;13.98;9.3;10.2;11.25;0;91;12.46;12.46;77;11.97;11.97;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4;13.4;12.29;0;55;12.2;12.2;G06;8.2;12.9;10.55;7.82;12.72;13.35;12.29;16.35;16.35;13.4;11.26;9.73;11.62;0;142;11.74;11.74;77;11.97;11.97;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.18;9.1;11.37;0;73;11.64;11.64;G02;10.45;12.1;11.28;11.0;13.75;14.02;13.47;12.65;12.65;15.65;9.85;11.2;12.33;0;105;12.27;12.27;79;11.96;11.96;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;10.9;12.07;0;113;10.98;10.98;G02;12.26;14.1;13.18;12.38;12.33;15.51;13.7;16.25;16.25;12.73;10.24;12.06;11.64;0;61;12.94;12.94;79;11.96;11.96;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.08;11.3;12.29;0;75;11.58;11.58;G09;11.88;13.31;12.6;9.88;14.38;14.11;13.62;14.75;14.75;11.5;8.9;12.18;10.74;0;103;12.3;12.3;81;11.94;11.94;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.25;12.3;12.83;0;93;11.23;11.23;G08;13.09;13.8;13.44;11.75;12.25;14.71;13.23;15.3;15.3;10.75;9.83;13.11;11.06;0;77;12.64;12.64;82;11.93;11.93;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.19;9.4;10.95;0;136;10.57;10.57;G05;13.48;15.43;14.46;9.56;13.37;14.87;13.47;15.0;15.0;14.53;9.2;11.65;11.81;0;48;13.29;13.29;82;11.93;11.93;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.97;9.7;10.41;0;164;9.84;9.84;G09;14.61;13.96;14.28;14.62;15.72;13.45;14.59;14.5;14.5;13.38;12.75;13.57;13.2;0;24;13.97;13.97;84;11.91;11.91;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.93;11.2;11.05;0;100;11.18;11.18;G06;10.11;14.93;12.52;11.82;13.63;13.68;13.39;12.75;12.75;12.38;11.22;13.42;12.24;0;77;12.64;12.64;84;11.91;11.91;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.01;11.5;11.78;0;120;10.89;10.89;G05;12.31;14.11;13.21;9.56;12.75;14.87;13.2;13.85;13.85;11.9;11.99;13.42;12.35;0;61;12.94;12.94;84;11.91;11.91;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.88;11.0;11.49;0;100;11.18;11.18;G01;11.75;13.64;12.7;6.02;12.32;12.18;11.36;13.9;13.9;14.9;14.1;9.74;13.2;0;79;12.63;12.65;84;11.91;11.91;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.11;10.2;11.26;0;71;11.69;11.69;G05;9.76;12.95;11.36;6.75;14.93;15.37;13.95;14.75;14.75;12.98;9.5;11.05;11.19;0;113;12.13;12.13;84;11.91;11.91;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.14;11.2;11.17;0;60;12.06;12.06;G06;10.03;12.37;11.2;11.06;15.28;13.45;13.89;14.65;14.65;13.6;7.82;9.27;10.32;0;142;11.74;11.74;89;11.9;11.9;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.74;9.0;10.52;0;88;11.36;11.36;G08;12.13;12.89;12.51;9.82;15.15;14.0;13.9;15.45;15.45;11.35;9.5;11.85;10.81;0;94;12.41;12.41;90;11.88;11.88;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.88;11.6;12.31;0;86;11.37;11.37;G03;11.33;13.26;12.3;11.56;15.82;11.64;13.42;14.2;14.2;11.2;11.15;12.33;11.49;0;96;12.39;12.39;90;11.88;11.88;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.63;8.7;10.33;0;117;10.92;10.92;G08;11.36;13.02;12.19;10.12;15.18;16.42;14.99;15.5;15.5;10.6;10.99;13.34;11.49;0;70;12.81;12.81;92;11.86;11.86;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.91;9.1;10.11;0;95;11.21;11.21;G09;12.0;13.78;12.89;10.94;13.19;15.58;13.89;13.1;13.1;13.05;9.15;11.39;11.18;0;86;12.51;12.51;92;11.86;11.86;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.46;10.9;11.77;0;92;11.26;11.26;G02;10.0;14.95;12.48;9.38;11.9;15.26;12.98;14.75;14.75;14.65;9.8;10.2;11.67;0;92;12.45;12.45;94;11.85;11.85;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.45;10.9;10.65;0;77;11.55;11.55;G05;8.3;12.62;10.46;9.62;12.98;13.35;12.66;13.55;13.55;14.73;13.0;10.62;12.98;0;116;12.1;12.1;95;11.83;11.83;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.63;10.3;12.15;0;75;11.58;11.58;G08;9.48;15.11;12.3;9.82;14.53;14.0;13.63;13.7;13.7;10.73;9.52;11.56;10.52;0;120;12.05;12.05;96;11.82;11.82;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.32;9.3;10.98;0;85;11.4;11.4;G01;11.88;12.53;12.2;11.38;15.35;15.51;14.85;14.1;14.1;11.58;7.7;11.66;10.19;0;109;12.21;12.21;97;11.8;11.8;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.56;11.1;12.47;0;91;11.27;11.27;G01;12.46;13.09;12.78;12.31;13.51;15.26;14.09;13.45;13.45;10.18;10.0;11.37;10.44;0;105;12.27;12.27;98;11.77;11.77;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.91;8.6;9.88;0;114;10.97;10.97;G09;11.95;16.05;14.0;11.75;13.3;14.4;13.55;10.3;10.3;11.9;10.7;10.09;10.97;0;84;12.54;12.54;99;11.76;11.76;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.21;9.4;10.96;0;98;11.2;11.2;G01;11.73;14.8;13.26;9.12;14.2;14.11;13.44;14.7;14.7;8.85;10.65;11.6;10.25;0;104;12.29;12.29;100;11.75;11.75;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.43;8.6;10.17;0;116;10.95;10.95;G08;13.06;12.34;12.7;7.88;15.05;13.92;13.54;14.7;14.7;12.0;9.59;12.41;11.24;0;88;12.49;12.49;101;11.72;11.72;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.86;13.3;11.94;0;82;11.48;11.48;G02;10.48;12.95;11.72;10.56;11.1;13.44;12.03;14.65;14.65;13.65;9.72;11.46;11.62;0;129;11.95;11.95;102;11.71;11.71;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.41;8.5;10.12;0;140;10.49;10.49;G07;11.66;13.89;12.78;11.06;13.94;13.39;13.29;13.25;13.25;13.05;11.42;14.15;12.76;0;64;12.92;12.92;102;11.71;11.71;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.52;8.7;11.38;0;95;11.21;11.21;G01;12.98;13.33;13.16;7.44;13.83;15.26;13.53;14.45;14.45;10.4;9.15;10.74;10.04;0;111;12.19;12.19;104;11.7;11.7;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.31;8.5;11.17;0;74;11.63;11.63;G04;9.97;15.94;12.96;8.88;12.13;14.0;12.47;12.2;12.2;11.23;10.1;8.81;10.16;0;139;11.77;11.77;104;11.7;11.7;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.11;5.87;9.89;0;159;9.98;10.11;G04;11.98;15.22;13.6;10.18;14.09;15.55;14.16;15.8;15.8;14.2;11.45;10.6;12.22;0;44;13.37;13.37;106;11.68;11.74;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.27;9.9;11.77;0;112;11.01;11.01;G02;10.15;17.59;13.87;7.68;12.82;13.44;12.35;13.2;13.2;11.63;10.29;10.27;10.77;0;98;12.33;12.33;107;11.67;11.67;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.51;8.0;9.95;0;156;10.05;10.05;G01;14.04;13.1;13.57;8.44;14.07;12.18;12.46;13.95;13.95;15.1;11.5;13.04;13.23;0;51;13.21;13.21;108;11.63;11.63;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.69;9.1;9.98;0;84;11.44;11.44;G04;11.78;12.0;11.89;11.25;13.01;16.42;14.22;13.8;13.8;9.8;9.95;9.92;9.89;0;134;11.83;11.83;108;11.63;11.63;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.06;8.2;10.34;0;133;10.64;10.64;G04;11.96;14.25;13.1;14.62;13.92;16.42;15.09;12.9;12.9;10.88;9.05;11.87;10.48;0;80;12.59;12.59;110;11.61;11.61;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.09;8.9;11.78;0;110;11.08;11.08;G02;12.63;13.25;12.94;12.62;13.4;14.12;13.6;15.7;15.7;10.28;7.84;11.24;9.65;0;119;12.07;12.07;111;11.58;11.58;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.39;10.0;11.88;0;115;10.96;10.96;G07;10.6;14.51;12.56;12.75;15.39;16.38;15.44;14.85;14.85;9.0;8.8;10.18;9.25;0;112;12.17;12.17;112;11.57;11.57;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.04;11.7;12.44;0;89;11.3;11.3;G07;12.58;14.43;13.5;9.38;12.47;11.9;11.78;12.75;12.75;12.23;7.9;10.43;10.16;0;135;11.82;11.82;113;11.56;11.56;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.56;8.6;9.13;0;149;10.33;10.33;G05;10.53;15.18;12.86;11.62;14.03;13.35;13.39;14.45;14.45;12.23;11.0;12.98;11.99;0;73;12.77;12.77;114;11.55;11.55;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.36;11.4;11.38;0;80;11.5;11.5;G02;10.0;13.59;11.8;7.25;12.25;12.18;11.51;12.85;12.85;11.83;10.85;10.78;11.19;0;148;11.58;11.58;115;11.54;11.54;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.04;7.3;9.38;0;140;10.49;10.49;G02;10.88;13.9;12.39;7.82;13.32;15.26;13.37;14.6;14.6;12.53;12.7;10.07;11.92;0;80;12.59;12.59;115;11.54;11.54;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.21;7.3;8.36;0;170;9.7;9.7;G05;11.18;17.15;14.16;11.32;14.38;15.37;14.37;15.05;15.05;12.45;11.15;11.36;11.68;0;45;13.36;13.36;117;11.53;11.53;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.7;9.1;9.99;0;89;11.3;11.3;G06;11.85;13.12;12.48;9.06;13.63;13.68;13.0;10.55;10.55;11.15;11.65;8.13;10.51;0;140;11.75;11.75;117;11.53;11.53;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.03;10.6;10.84;0;111;11.03;11.03;G02;13.26;13.79;13.52;8.88;14.32;12.18;12.63;14.6;14.6;8.13;10.0;11.23;9.66;0;127;11.97;11.97;119;11.5;11.5;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8;15.1;14.38;0;19;13.73;13.73;G04;10.25;4.83;7.54;3.68;15.44;16.42;14.18;6.75;6.75;9.38;8.6;6.07;8.19;4;197;9.28;9.28;119;11.5;11.5;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.02;10.5;10.79;0;118;10.9;10.9;G08;12.39;11.54;11.96;12.56;14.3;16.42;14.96;15.7;15.7;8.55;10.15;10.85;9.76;0;116;12.1;12.1;119;11.5;11.5;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.67;9.0;11.04;0;128;10.74;10.74;G01;12.8;11.71;12.26;7.69;13.37;14.11;12.88;14.35;14.35;13.15;9.24;11.98;11.41;0;107;12.23;12.23;122;11.49;11.49;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.39;9.0;10.88;0;107;11.1;11.1;G07;9.28;13.34;11.31;11.18;14.51;14.1;13.86;12.55;12.55;11.55;9.25;11.84;10.79;0;137;11.8;11.8;123;11.45;11.45;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2;9.4;10.4;0;140;10.49;10.49;G08;11.2;14.59;12.9;13.19;14.9;14.0;14.27;14.8;14.8;10.15;9.91;10.39;10.13;0;98;12.33;12.33;124;11.41;11.41;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.16;9.2;11.4;0;102;11.16;11.16;G02;12.28;12.23;12.26;10.75;15.3;14.12;14.14;13.55;13.55;8.7;7.8;11.38;9.1;0;147;11.63;11.63;125;11.39;11.39;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.7;10.0;10.94;0;105;11.11;11.11;G08;7.88;16.77;12.32;8.81;12.53;14.0;12.63;12.55;12.55;10.63;11.95;7.68;10.31;0;145;11.67;11.67;125;11.39;11.39;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.64;9.9;10.87;0;132;10.67;10.67;G09;10.0;14.8;12.4;9.31;13.6;14.26;13.27;13.4;13.4;13.95;8.9;9.05;10.78;0;118;12.08;12.08;127;11.37;11.37;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.53;11.5;11.52;0;123;10.86;10.86;G01;11.07;12.17;11.62;11.56;14.38;15.26;14.35;13.8;13.8;11.78;8.85;9.45;10.08;0;133;11.84;11.84;128;11.35;11.35;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.76;11.2;11.51;0;131;10.7;10.7;G09;12.61;13.08;12.84;11.56;14.25;13.45;13.52;13.5;13.5;9.95;8.75;11.68;9.99;0;124;12.0;12.0;128;11.35;11.35;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.06;8.7;10.01;0;153;10.26;10.26;G09;11.2;15.03;13.12;6.88;11.94;15.58;12.78;13.65;13.65;12.1;10.24;11.99;11.39;0;93;12.44;12.44;128;11.35;11.35;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.87;9.7;10.91;0;125;10.84;10.84;G04;11.93;10.85;11.39;7.0;13.84;16.42;13.97;13.2;13.2;12.38;11.2;7.35;10.58;0;135;11.82;11.82;131;11.33;11.33;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.04;8.9;10.64;0;165;9.79;9.79;G09;11.6;13.96;12.78;8.88;12.5;13.45;12.39;14.75;14.75;15.33;11.42;11.48;12.86;0;69;12.85;12.85;132;11.32;11.32;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.95;12.0;11.42;0;98;11.2;11.23;G03;11.07;12.84;11.96;9.0;13.3;13.39;12.72;14.9;14.9;10.58;7.04;10.92;9.39;0;158;11.39;11.39;133;11.3;11.31;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.44;9.3;10.49;0;79;11.54;11.54;G04;9.73;12.0;10.86;7.94;13.24;12.4;12.12;13.2;13.2;10.53;10.24;9.58;10.17;0;169;11.06;11.06;133;11.3;11.3;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09;6.2;8.92;0;144;10.45;10.45;G08;10.48;14.07;12.28;9.44;15.03;13.92;13.76;12.9;12.9;10.73;10.32;11.53;10.8;0;114;12.12;12.12;135;11.29;11.29;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.71;9.8;12.53;0;105;11.11;11.11;G05;10.23;10.47;10.35;7.12;15.43;15.37;14.22;11.85;11.85;11.2;9.75;10.48;10.48;0;157;11.4;11.4;136;11.26;11.26;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.77;6.9;8.49;0;183;9.07;9.07;G05;11.21;13.3;12.26;10.62;13.53;15.37;13.9;15.0;15.0;15.03;12.31;14.74;13.96;0;38;13.45;13.45;136;11.26;11.26;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.71;10.4;11.68;0;139;10.5;10.5;G03;11.11;13.07;12.09;10.94;13.32;14.1;13.31;13.35;13.35;11.6;9.9;11.08;10.84;0;124;12.0;12.0;138;11.25;11.25;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.94;8.4;9.81;0;136;10.57;10.57;G01;10.75;14.14;12.44;12.44;13.17;14.02;13.43;14.85;14.85;11.88;9.15;8.58;9.99;0;131;11.93;11.93;138;11.25;11.25;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.21;9.7;10.54;0;145;10.41;10.41;G05;8.07;12.27;10.17;6.02;14.7;15.37;13.75;11.35;11.35;13.0;12.87;12.62;12.85;0;120;12.05;12.07;140;11.23;11.24;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.74;9.5;11.3;0;120;10.89;10.89;G08;10.08;13.44;11.76;10.68;13.4;14.0;13.27;14.65;14.65;11.0;7.96;10.49;9.76;0;149;11.57;11.57;140;11.23;11.23;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09;9.5;10.38;0;118;10.9;10.9;G06;7.92;10.25;9.08;11.06;12.03;15.58;13.41;11.95;11.95;15.43;11.75;9.35;12.43;0;150;11.51;11.51;142;11.2;11.2;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.79;8.6;10.93;0;161;9.88;9.9;G08;12.25;13.78;13.02;8.38;13.17;13.92;12.81;13.4;13.4;11.5;11.3;10.67;11.2;0;98;12.33;12.33;143;11.1;11.11;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.04;9.4;10.31;0;146;10.38;10.38;G04;11.34;12.38;11.86;9.0;14.75;13.39;13.35;11.9;11.9;12.38;9.55;9.95;10.69;0;138;11.78;11.78;144;11.08;11.08;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.14;5.87;8.8;0;168;9.72;9.79;G09;9.6;14.99;12.3;6.56;12.44;15.58;12.95;12.85;12.85;11.7;12.16;11.69;11.86;0;98;12.33;12.33;145;11.02;11.06;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.54;7.6;9.79;0;152;10.31;10.31;G07;12.79;11.27;12.03;11.5;13.01;16.38;14.24;13.75;13.75;10.53;7.35;10.97;9.49;0;144;11.73;11.73;145;11.02;11.02;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.75;9.4;9.59;0;158;9.99;9.99;G01;10.58;15.9;13.24;9.88;15.06;14.11;13.91;14.45;14.45;10.18;8.4;8.87;9.18;0;126;11.99;11.99;147;10.99;10.99;Admis
